index	ID	split	label	tweet_clean	tweet_raw_len	tweet_clean_len
923	1336101380965232640	train	pharma,side-effect	[USER] [USER] Tell that to the vaccine injured people who were paid out over $4 billion since the 80’s. God made natural cures and gave us immune systems. It took evil to create vaccines and to keep selling them.	39	39
924	1377397745036587010	train	side-effect	[USER] [USER] [USER] Zero deaths globally for vaccinated people? Where are you getting that from? Because this European data says otherwise [URL]	22	22
925	1255660499389349889	train	none	This is funny!! I don't give a shit who comes in first. Cold day in hell before I take it! Dr. Marty Makary: US is 'neck-and-neck' with China in race for coronavirus vaccine [URL]	34	34
926	1337385776422801410	train	rushed	Pfizer is working with the government to get the vaccine out fast...so in their minds, they have a legitimate reason to not give stimulus checks with the next bill. The game is fucked up ladies and gentlemen. #the224podcast	38	38
927	1369736121358417922	train	conspiracy	Moderna’s Top Scientist on mRNA Technology in COVID Shots: “We are Actually Hacking the Software of Life” - This is not a conspiracy theory, as they are very arrogant and very open about just what they dream about achieving. [URL] [URL]	41	41
928	1327399622327734272	train	ineffective	[USER] I think they're both right. Money was from Warp Speed, but didn't get up front money. Still, getting a pre-order for $2 billion makes Pfizer able to do their work. Plus they got less oversight at start, meaning less safety? A pox on all their houses, which vaccine won't prevent.	51	51
929	1352876025131229184	train	unnecessary,conspiracy	[USER] Zionists dont want the Covid to end. Millions of people are dying in vain. There is a solution, German government does not implement the solution. I said I will tell you the solution they bloked me! Germans be carefull dont get vaccinated! Support me let them implement solution.	49	49
930	1325846694056120325	train	political	[USER] [USER] [USER] sorry a little to late to try to say there’s a vaccine Donald Trump and Mike Pence your FIRED	22	22
931	1286854548968165377	train	conspiracy	Be aware of this!! This will change us from how we evolve #DrRashidAButtar #DoctorsSpeakUp [URL] #Moderna #GAVI #WHO #vaccines #RNA #CrimesAgainstHumanity #HumanGenome #Health	23	23
932	1342608966812114945	train	side-effect	[USER] [USER] [USER] the shingles vaccine has a worse adverse event rate than pfizer’s. Also getting sick for a day or 2 at worse beets dying on a ventilator in a dark room without the ability to see your family.	40	40
933	1374051376779698176	train	religious	[USER] Some people think that the vaccine will save them, That is the wrong thought. Only LORD Jesus can save.	20	20
934	1334069117679247360	train	rushed	[USER] so the “rushed” out Pfizer vaccine , funded by Gates has been cleared for use by MHRA, funded by Gates thinking face [URL]	23	24
935	1343511143520854020	train	side-effect	[USER] [USER] Hang on, I'm advocating for mass harm but I'm also god? Sounds like you're confused, Tim. Please, please, send me more links! I have almost made the connection on my corkboard that BIGFARM is GATE run by MODERNa RESET [URL]	42	42
936	1291512921328095232	train	pharma,side-effect	[USER] [USER] And they will inject kids and cause vaccine injuries even though kids don't get Corona. Big pharma are the biggest bastards on the planet	26	26
937	1326532896367104000	train	pharma	[USER] I'm not having a vaccine from Pfizer ever in my life mate	13	13
938	1421710611482697728	train	side-effect	[USER] Get ready for blood clots and other dangerous illnesses | AstraZeneca’s COVID-19 vaccine: European Medical Authorities EMA finds possible link to very rare cases of unusual blood clots with low blood platelets [URL]	34	34
939	1288993445906796544	train	none	Until we have a vaccine. #BC pushing it hard. It’s a no from me dawg, y’all can take that idea to the glory hole and do what you do best. #NoVaccine #COVID #cdnpoli	33	33
940	1373012840563478538	train	political	Boris Johnson just said 100k deaths covid .. have a guess how many deaths there were in 2019 .. shit loads more than last and this year #WhatALoadOfOldBollocks , there in it for the money #Vaccine	36	36
941	1353734559414816770	train	ineffective	I don’t understand how they’re allowed to say the first 4 vulnerable groups will be vaccinated by 15.2.21 they’ll only have had the first dose with second doses far later than recommended so no data on effectiveness. Constant propaganda and lies. [URL]	42	42
942	1360567083394809856	train	side-effect	"[USER] [USER] If they aren't aiming for Zero-Covid then explain why they're trialing the Oxford vaccine on children who're at virtually no risk from serious illness or mortality from the virus? Surely once everyone 50+ is vaccinated the ""Pandemic"" so to speak will over !"	45	45
943	1365116188515323904	train	mandatory	[USER] [USER] if you trust the vaccine why do you care about vaccine passports?	14	14
944	1350115151484051457	train	country	We could have had #COVIDzero already, the vaccine will not arrive in time to save us. [USER] Pfizer to temporarily reduce vaccine deliveries to Canada, minister says | CBC News [URL] #bcpoli #covid19 #cdnpoli	34	34
945	1397388443584393216	train	country	[URL] “They will never tell you in 2021: Chinese vaccine is No. 1”	13	13
946	1366029508994859011	train	unnecessary	[USER] [USER] [USER] [USER] [USER] I would also rather have an auto immune test done before hand, as surely if I've had it and built up immunity I wouldn't need the vaccine.	32	32
947	1288791665084432384	train	ingredients,conspiracy	[USER] The first time I heard of a biometric chip was USAID funding a medical team in Africa so that the wouldn't be able to get the same vaccine twice, I was disgusted then, more so now I've read your article.	41	41
948	1220905860408344577	train	pharma,conspiracy	[USER] #coronoavirus is a man made virus. #investigate Interesting that the Gates family are again connected and will develop a vaccine. Remember Gates had a vaccine for Zika before it was out... face with raised eyebrow	33	36
949	1438031536100679681	train	side-effect	[USER] The FDA knows this, thats why they've insisted on new trials specifically directed to myocarditis as pfizer rebrands their vaccine as Cominarty [URL]	24	24
950	1342558753741271045	train	side-effect	Moderna vaccine causes swelling for anyone with lip fillers [URL] via [USER]	12	12
951	1447953362079531009	train	rushed	#CovaxinForKids | Where is the WHO approval? The vaccine hasn't been approved for adults and our government is approving it for kids?: Abhishek Sudhir, Advocate & Political Analyst [URL] [URL]	30	30
952	1327961823287668737	train	religious	"FunVax Virus against ""God Gene"" VMAT2 [URL] via [USER] Pray and say NO to Pfizer Vaccines from Hell!"	18	18
953	1316693667432759296	train	unnecessary	[USER] I am a pessimist, but really, I think we are f'ed here. Covid is a Corona virus as is the common cold. How many vaccines have you ever gotten for the common cold? Not happenin....	36	36
954	1355241427836530690	train	ineffective	I am not taking that shady Johnson and Johnson vaccine. 66% effective rate is way too low. Waiting for the Canadian vaccine.	22	22
955	1353315563020423168	train	side-effect	[USER] Translation: the vaccine may be responsible for the massive spike in care home deaths.	15	15
956	1398617621134725120	train	pharma,side-effect	Pfizer wants an indemnity bond to exempt it from any action in case its vaccine causes side-effects among the people - a bond the UK and the US have signed. India has not agreed to this bond. [URL]	38	38
957	1238266590279405569	train	country	[USER] [USER] I wish it was true, too, but the first thing they tried in China was extant veterinary Corona virus vaccine for dogs. Not just human pharma, but vet meds & vaccines are now mostly produced in China, lately. Blame private equity tactics becoming too popular.This strain is mutant.	50	50
958	1329720736970207232	train	unnecessary	Sweden is the first country to understand rightly this fake covid fear- Congrats [USER] U saved ppl from fraudsters vaccine mafia smiling face with open hands Thanks . Better all see [USER] [USER] [USER] [USER] [USER] [USER] [USER] [URL]	35	39
959	1363907704822108163	train	ineffective,rushed	[USER] [USER] No, if the vaccine worked we would be able to come out of lockdown earlier now that the vulnerable have been given the experimental drug. Therefore the experimental drug is not very good?	35	35
960	1375470458406105089	train	ineffective,mandatory	Dare I suggest something more sinister with Johnson suggesting a vaccine passport aimed at the reopening of pubs would force the young to seek out the vaccine. A vaccine that is experimental offers the individual no protection from getting or passing on the virus	44	44
961	1374685380876791808	train	ineffective	[USER] [USER] [USER] Exactly otherwise they will come up with another vaccine which public will have to take again after few months	22	22
962	1366816711295467523	train	side-effect	Reading the UK adverse reactions to the COVID-19 vaccine is fascinating. Since Pfizer is the major vaccine in Canada I thought I’d take a quick look and see what the numbers are like. Everyone should see what the actual vaccine risks are for themselves [URL]	45	45
963	1350500887848955904	train	political	likely than for the other vaccines (although the animal studies between vaccines are not particularly easy to compare.) Bizarrely, members of the government - and particularly Boris Johnson - keeps going on the TV and implying he thinks it will stop transmission, and he’s just	45	45
964	1347564108175077376	train	ingredients	[USER] [USER] so many people have already given their brain away and had the Astra Zenaca aborted foetus covid vaccine, wish we'd known this one was coming to the uk , just a vitamin boost apparently	36	36
965	1376925768035471360	train	none	[USER] Their choice. I dont think we are in a position to villify anyone who doesn't want the vaccine	19	19
966	1364227423659692037	train	political	shameless Ontario politicians: we are committed to fixing this virus debacle we got ourselves into so we vaccinated 3 people yesterday!!!!!!	21	21
967	1338844574387589120	train	pharma	"[USER] [USER] Forget the shade sir, will you be taking the Vaccine from Pfizer? Trump is proudly claiming that to his credit, but how do you trust a Vaccine ""blessed"" by those like Bill Gates?"	35	35
968	1339916116366385159	train	unnecessary	Instead of putting all of our hope into a vaccine, why don't we treat people in early stages of Covid with HQC? This TREATMENT can be given safely even without a diagnosis! Greatest tragedy of our lifetime. MSN will not tell the truth about this drug because they hate Trump!!	50	50
969	1337617924564119555	train	side-effect	"""One Pfizer trial participant told CNBC that after the second shot, he woke up with chills, shaking so hard he cracked a tooth. “It hurt to even just lay in my bed sheet,” he said. I'm gonna have to give a vaccine that produces those symptoms a hard pass [URL]"	50	50
970	1432672464463704065	train	unnecessary	Natural immunity is by far stronger than immunity conferred by the Pfizer vaccine. Video from From the Hill TV. The narrative is finally changing. [URL]	25	25
971	1334476137670520832	train	pharma,rushed,political	No claims, no trials, no compensation: Pfizer given protection from legal action by UK government The government has granted Covid-19 manufacturer Pfizer a #legal indemnity protecting it from being sued -> [URL] #Pfizer #Vaccine #Antivaxxers #PfizerVaccine	36	36
972	1347002415191478272	train	ineffective,rushed	The Philippines currently does not have enough cold storage facilities for the Pfizer vaccines. I still would not want to be inoculated of anything that claims itself a COVID-19 vaccine regardless of country of origin because it's most likely rushed and not fully effective anyway [URL]	46	46
973	1348977789861388289	train	conspiracy	[USER] [USER] Anyone with an ounce of intelligence when it comes to this global covid psyop and depopulation vaccine agenda is much like a brick of pure Gold ,,they are out there but rare thanks to the global MSM brainwashing and fear mongered programming...even real doctors	46	46
974	1337330616891805697	train	ingredients	[USER] [USER] And what do you think may be in that syringe..not the Pfizer vaccine.. I'm pretty sure no head of state..despite all the fanfare will be having that stuff pumped into their arms...	34	34
975	1334576873242677249	train	unnecessary,conspiracy	[USER] [USER] THIS IS ALL PART OF YOUR DEPOPULATION AGENDA PLAN!! NOT ALL OF US ARE FUCKING DUMB!!! WE ALREADY KNOW THE “VIRUS” IS A COMMON FLU INFLUENZA	28	28
976	1412065228708319232	train	unnecessary	[USER] What counts is disease severity, hospitalizations and deaths instead of infections. If the majority of those newly infected with Wuhan are under 40 and/or had one vaccine shot, then it's better to let them get infected, which gives full immunity. [URL]	42	42
977	1370325595289235463	train	side-effect	First real world data shows Oxford vaccine causing more side-effects [URL]	11	11
978	1376610562352762889	train	side-effect,mandatory	There’s no reason to believe the vaccine isn’t mostly safe and people should have the right to refuse it.	19	19
979	1311707503638515712	train	ineffective	[USER] Think of the number of flu injections given in a year, now go look up the number of flu deaths every year, If we can not contain the flu with a vaccine ask yourself this ...What the Hell makes them think they will control a flu like virus called Covid-19 with a vaccine	54	54
980	1376819628249337863	train	unnecessary	"[USER] I shouldnt need to wear one if your mask is protecting you .. in the same way i shouldnt need a ""vaccine"" if you have been vaccinated .. maybe those of us not wearing masks just did more research than you did ;)"	44	44
981	1395319022950907907	train	side-effect	A 53-year-old South Australian man is being treated in intensive care for blood clotting that health authorities say is linked to the AstraZeneca vaccine. [URL]	25	25
982	1438846921427361793	train	rushed,side-effect	[USER] [USER] [USER] It's dated August 2021, the market has been consuming the Pfizer vaccine since last year. And yet five more years of safety testing has been requested because they aren't happy with the levels of heart issues	39	39
983	1337277586880278529	train	rushed	[USER] HIV = no vaccine , CANCER= no vaccine , COMMON COLD= no vaccine etc etc..... yet after 1 year we have a vaccine for covid 19 ?? Doesn't make any sense! I was told yesterday that there was a motorbike accident and the rider died on scene, yet on his death cert = covid19 ?	56	56
984	1273080703958298631	train	pharma	[USER] [USER] [USER] The patent is expired. Best look towards Fauci if you're looking for the person who will profit from Covid vaccine. He's shares deep in that one.	29	29
985	1293237246179586048	train	country	I don’t trust Russian technology and hence would be reluctant to be among the first to receive a dose of their COVID-19 vaccine.	23	23
986	1299444820080037888	train	pharma,side-effect,conspiracy	If you take a covid 19 vaccines you are on your own if there is any side effects from the vaccines. Big pharma will not be liable. This is not about vaccines or covid this is about population control. It's all about the population and climate change. #SeeVaccinesInIndia	48	48
987	1439132448407711750	train	side-effect	[USER] I am actually most concerned about dose 3 with Pfizer as the myocarditis seems to increase with each dose. Apparently the FDA is not sure either, about giving dose 3 to healthy under 65's. We need more studies so we can make science based decisions. [URL]	47	47
988	1342610560198709248	train	none	try to get the banned info : https:// health impact news . com /2020/doctors-around-the-world-issue-dire-warning-do-not-get-the-covid-vaccine/	14	14
989	1334802078842179584	train	rushed,political	[USER] [USER] The government as you went in thinking the vaccine was tested completely but think about it seriously, has the government told the truth in anything. I wouldn't trust anything unless you see them go into rooms after having the needle with no protection with covid patients.	48	48
990	1398104237691883524	train	pharma,side-effect	Arvind Kejriwal bats for #Pfizer even as the company wants protection from being sued if vaccines give adverse effects Younger children who took the #vaccine are suffering numerous side effects & many countries have stopped it It needs -70 storage & disposing of is dangerous [URL]	46	46
991	1352749475438190599	train	mandatory	Seems like bribery to me. I don’t think it’s a good idea to keep printing money for the sole purpose of “convincing” people to take a vaccine.	27	27
992	1374684239044706307	train	ineffective	[USER] [USER] [USER] [USER] [USER] [USER] The same measure as Fauci and the NIH. “AstraZeneca used ‘outdated and potentially misleading data’ that overstated the effectiveness of its vaccine, independent panel says” Btw I have many more examples if you need grinning face [URL]	42	43
993	990069817074962433	train	side-effect	[USER] [USER] Having an autistic child destroyed my family. I took my healthy baby to the doctor that gave the vaccine that caused it. I live with guilt and regret every day of my life. I know that was what caused it and you will never convince me otherwise.	49	49
994	1288450421506416642	train	political	"[USER] [USER] [USER] [USER] It makes a total nonsense of this ""governments"" health policies AND THEY KNOW IT. this is why few will take anything they say seriously. Our political classes a totally corrupt Globalist controlled morons. BEWARE THIS COMING VACCINE. I won't be having it."	46	46
995	1328275222542372865	train	side-effect,political	[USER] PFIZER delayed the news about the vaxxine to stop Trump winning swing voters they claim it is a coincidence the announcement was after the US election instead of before ps there is no guarantee it will work pps there is no guarantee it is safe	46	46
996	1328407286667100160	train	country	[USER] [USER] UQ will likely have Chinese vaccine technology and whatever else CCP may dope the UQ vaccine with.	19	19
997	1337281025039355905	train	side-effect	[USER] [USER] I just heard a news clip about this. Hmmm Purposely planned/Vaccine Uptake project? Just in time to build public confidence after those injuries in UK yesterday? and deaths revealed/Pfizer report to FDA? Awfully expensive product to scratch others wouldn't And all should have.	45	45
998	1356854164777799681	train	political	"R4Today - non stop propaganda in the ""Oxford"" non peer reviewed vaccine for the latest wonder claims of their jab - how many MP's have got a financial interest in this?"	31	31
999	1376947269006716928	train	none	[USER] [USER] up arrow of a disease (which may or may not be named). Do we deny pregnant women who decline the vaccine while pregnant from even shopping for baby clothes?	30	31
1000	1337738566366007296	train	ineffective	[USER] [USER] Yes it's good. I do have concerns about the efficacy of the AstraZeneca vaccine though, if it gets rolled out. The Pfizer vaccine seems to have high efficacy whereas the Oxford/AsrtaZeneca vaccine has a very wide range of confidence levels. Good article in the Telegraph today.	48	48
1001	1303774065182867458	train	country	[USER] [USER] I wouldn't take the Russian vaccine if you fuckin paid me. I'm not directly involved with the vaccine but I know people who are. So, I have the privilege of knowing their integrity.	35	35
1002	1381198650290884613	train	side-effect	"[USER] [USER] Well there are more things to worry about the AZ Oxford vaccine than just a dangerous, but rare side effects. Basing a regimen on a ""mistake"" in a small sub-group was never going to impress all of the people, all of the time. [URL]"	46	46
1003	1295356146518237185	train	rushed	"Key Russian physicians' union urges docs not to receive Russia's experimental covid vaccine until it's had full field trials, calls for strikes if vaccine is forced. 70% of physicians say they don't trust the vaccine. ""Doctors' lives matter more than someone's ambitions."""	42	42
1004	1303489672191053824	train	side-effect,ingredients	Halt!! Volunteer in the U.K. trial got transverse myelitis inflammatory syndrome affects spinal cord sparked by viral infections AstraZeneca’s vaccine relies on a chimpanzee adenovirus modified to carry coronavirus genes and deliver them into human cells. [URL]	37	37
1005	1260243900838469634	train	side-effect	[USER] [USER] Gates is putting the top 7 contenders into mass production before phase 3 is done, so that when we have a good one, we have some already made and in production. Human corona virus vaccines have a nasty history (two made things worse, none have ever been approved), be careful!	52	52
1006	1255033939074433024	train	pharma,side-effect	[USER] [USER] [USER] [USER] According to Bill Gates 700,000 people would likely die a horrible death from covid 19 vaccines, not to mention other adverse affects. That's not a conspiracy theory. For conspiracy facts check out Bill gates conflicts of interest. He finds BirX, Fauci, WHO, Neil Ferguson. Yawn..	49	49
1007	1299480655441457153	train	side-effect	The results of Moderna's Clinical Trials is CLASSIFIED exclamation question mark exclamation question mark And the #Oligarchs expect us to submit to taking this vaccine? The vaccine corporations also have NO LIABILITY for the HARM or DEATH their vaccines cause. You can't sue them! [URL]	40	45
1008	1296309489008652289	train	ingredients	[USER] Be sure and trust this guy's vaccine: one part attentuated virus, 9 parts toxic waste (from Russian, very pure)	20	20
1009	1353778078485540864	train	ineffective	[USER] [USER] Hmmmm. If you’re happy to have an mRNA vaccine injected into you, never used before, trials not due for completion until 2023, longterm problems unknown, ADE a known potential problem. Also, not likely to prevent transmission of Covid. Pretty damn useless in under 60’s!	46	46
1010	1369713651222011918	train	mandatory	[USER] The people who authored the paper belong to a group at Oxford Uni called the 'Uehiro Centre' who have been pushing all mandatory vaccinations, vaccine passports and all sorts. [URL]	31	31
1011	1342880536310796289	train	side-effect	Boston doctor says he almost had to be INTUBATED after suffering severe allergic reaction from Moderna Covid vaccine #COVID1984 Within minutes, Sadrzadeh’s tongue and throat began to tingle and go numb [URL]	32	32
1012	1337493363210268674	train	rushed	"[USER] [USER] But... WHAT IF the vaccine is broken? Aren't you then simply compounding the problem? Random sampling is most ""equitable"" with smallest blast-radius. The Pfizer Stage 3 sample size was only about 43K how many in your ""target"" groups? #SpreadTheRisk"	41	41
1013	1336428405751951361	train	unnecessary,side-effect,ingredients	[USER] [USER] Read up on the expedited Swine Flu vaccine and the serious side affects (narcolepsy) that ruined lives. How about Thalidomide? That was supposed to be ‘safe’ too. I’ll take my chances with COVID (already had it anyway).	39	39
1014	1321229850443685891	train	unnecessary,rushed,side-effect	No #lockdown or #vaccine necessary, just “take 2 and call me in the morning” Maryland study shows 47% reduction in deaths with baby ASPIRIN — FAR MORE effective than Fauci’s expensive and dangerous Remdesivir (which had NO reduction) #OperationWarpSpeed [URL]	40	40
1015	1399725779374706692	train	side-effect	[USER] Can the FDA explain what really happened to the people in the Vaers report who died shortly after getting Moderna's vaccine? If they can't, then I will assume the families and doctors reporting these cases are telling the truth.	40	40
1016	1412087877924798468	train	ineffective	"[USER] ""Oh man…Pfizer vaccine drops to 64 percent effectiveness in halting infections.."" You're still getting infected, but you're not going to the hospital. That's the goal. Zero Covid is a mental disorder."	32	32
1017	1343699179101630465	train	unnecessary	NUMBER 19 Mask to Cause illness and FEAR. Medical FACTS CONFIRM immune system gives 99.9 per cent recovery with Thousands of years Testing. Pfizer is NOT Proven and each year, virus MUTATES, so today's vaccine NO good next year. Any doctor NOT Pfizer rep WILL confirm. More	47	47
1018	1365535205453406208	train	rushed	[USER] [USER] [USER] I would rather wait for a real vaccine, not one of these Emergency Use Authorization (EUA) vaccines.	20	20
1019	1328458685744631816	train	side-effect	Moderna is engaged in transhumanism (hybrid machine-humans) experiments and its experimental mRNA vax, which the government has today purchased and intends to inject into you, alters the genetic code of humans. We are effectively lab rats. [URL]	37	37
1020	1319472292313718784	train	side-effect	[USER] Show me stats of recent deaths that are vaccine related and in a short space of time.	18	18
1021	1414269193743216641	train	unnecessary	[USER] [USER] [USER] It is. I've spoken to someone who worked on the Moderna vaccine and she says natural immunity is stronger	22	22
1022	1297765722404212736	train	none	#qt - don't talk to me about vaccine unless you are willing to release the Letter of Intent. No transparency, no interest.	22	22
1023	1279892215272296448	train	pharma,conspiracy	These two & their foundation should be arrested for genocide around the world. They just want to reduce the world population, especially black people. [USER] Suggests Frontline Workers and Black People Should Get COVID-19 Vaccine First #AfroTech [URL]	38	38
1024	1445741022437261339	train	side-effect	BREAKING: SWEDEN suspends moderna vaccine for the under30 (!!) citing myocarditis and other risks; Denmark suspends it under18 [URL]	19	19
1025	1320272760673886209	train	ineffective,rushed	"This doctor's really selling the vaccine to the people with this rhetoric. The vaccine they're managing to come up with for something we're told ""we don't know enough about."" But, actually isn't going to change anything anyway."	37	37
1026	1305506691308564480	train	mandatory	First ones to receive it should be the family members of Pfizer reps, and of govt officials pushing this through at such a pace.	24	24
1027	1287966343321522177	train	unnecessary	[USER] [USER] [USER] The vast majority of cases are asymptomatic. So what if there's no vaccine? There's no vaccine for lots of diseases and they burn out eventually. It's not like Ebola ravaged the world and everyone stayed at home until a vaccine was developed.	45	45
1028	1326170125008064513	train	rushed,mandatory	2/ Those are SCIENTISTS. Not sciencyists. What if Pfizer HADN'T run a clinical trial on the vaccine but just insisted that the vaccine worked because of studies on rats and ferrets? What if the government then mandated we all take the vaccine? People would be in the streets...	48	48
1029	1287878042023419904	train	political	Dear [USER] [USER] : STOP hyping the miraculous #COVID19 vaccine NOBODY believes is near and NOBODY will take because NOBODY trusts Trump's FDA. Sincerely, EVERYBODY #thebeat #TheReidOut #inners	27	28
1030	1293302532110942208	train	country	[USER] [USER] [USER] Let's put it this way, there is no way I'll be taking the Russian vaccine! Interestingly though, I've read elsewhere that there is plenty of evidence that we have already reached herd immunity. But those obsessed with the precautionary principle don't wish to know.	47	47
1031	1217831660659585024	train	pharma,conspiracy	The Vaccine Cover-up and the Massive Corruption at the Top: This is a Pharmaceutical Driven Agenda By Gary D. Barnett - The World Health Organization, (W.H.O.) always suspect, held a global vaccine summit in early December 2019, and some very... [URL]	41	41
1032	1366047421508112385	train	political	"[USER] I do NOT have any rosy outlook on the virus, and I loathe Biden. I just think that if most people are vaccinated by spring 2022, he is going to get deeply unearned credit for ""defeating COVID"", a thing he did not do, as people will largely not know any better. PR and all."	55	55
1033	1255889748213800960	train	pharma	[USER] [USER] why are you ignoring this but want a vaccine from bill gates?	14	14
1034	1220735240559161345	train	conspiracy	[USER] >create superbug >create vaccine >vaccinate anyone with a social credit score over 800 >unleash superbug [URL]	17	17
1035	1328795953336348681	train	ingredients,conspiracy	[USER] [USER] Can't wait to see your anti-vax voters react to you pushing this tracking chip injection on them. This is obviously because of the new world order trying to inject Tennessee with their poison to bring on the apocalypse governor!	41	41
1036	1354842624419631113	train	unnecessary,rushed	Merck Scraps COVID Vaccines; Says It’s More Effective To Get The Virus And Recover – Summit News ⁦ [USER] ⁩ ⁦ [USER] ⁩ ⁦ [USER] ⁩ yet you lot will keep pushing this untested vaccine on people! ⁦ [USER] ⁩ [URL]	33	41
1037	1336706708337410048	train	side-effect	Maybe we should start calling it “The Jim Jones Vaccine”? Four Volunteers Who Took Pfizer’s COVID-19 Vaccine Developed Bell’s Palsy – FDA Denies the Temporary Facial Paralysis Caused by the Shot. [URL]	32	32
1038	1330847797382422529	train	ineffective	[USER] It’s actually 90% from Oxford too - you only get 90% coverage with 2 jabs with any of the vaccines- Oxford are just saying you get 70% coverage after one of theirs. Very badly reported by MSM but they are generally idiots.	43	43
1039	1327022535670697985	train	side-effect	[USER] I react very badly to Flu Vaccines so I feel reluctant to have the Covid one unless I am hospitalised for the duration of 3 weeks which is how unwell I am after the usual flu vaccine.	38	38
1040	1332909005589516293	train	none	[USER] I don’t think people should get a Covid vaccine. It would be so unfair to those who have already died of Covid.	23	23
1041	1290365833676492802	train	ingredients	[USER] [USER] [USER] Excuse Me?? Now this country cannot return to normal unless everyone takes a vaccine for COVID 19? I never intend to take it! With all the crap these globalists have put in vaccines we would be fools to take any vaccines! Baby fetal tissue & toxic crap??	50	50
1042	1340395869540147201	train	ineffective,rushed	Laughable considering they have been pushing an experimental vaccine based on inaccurate PCR tests of the so called original Covid strain. Therefore, making current vaccines useless to the apparent new strain! Make sense? Welcome to the rubbish coming out of [USER]	41	41
1043	1336151202946572291	train	side-effect	[USER] No, they actually can’t unless they want to lose the business; lawsuit heaven baby. And any fool that’s going to pony up the the Gates/Pfizer vaccine with unknown fertility issues is a fool. Any employer that violates federal law on this, will pay dearly.	45	45
1044	1306428665983631361	train	country	[USER] Why don't you take the Russian vaccine, Trump.. I hear there is bleach in it..	16	16
1045	1333089905417785347	train	mandatory	[USER] [USER] [USER] [USER] Got to consider that the vaccine itself apparently knocks the sap out of you for a day or so. Question is, can nursing home residents survive it? I doubt many people in the trials were in nursing homes; too many complications. If some start dying immediately after vaccination?	52	52
1046	1329038268151848961	train	pharma	[USER] I’m sure Pfizer has killed people in the past and have had loads of lawsuits against them because of there vaccines???....I’m alright thanks!!!	24	24
1047	1361038049556140034	train	ineffective,mandatory	"[USER] confused face I'm confused: syringe WITH the vaccine, we're still required to socially distance, wear masks, isolate, as we could still spread Covid. speak-no-evil monkey HOW is a 'vaccine passport' a solution when even having the vaccine doesn't ""keep you safe""? clown face Why do people not see through all this?"	49	52
1048	1400684784662110210	train	side-effect	[USER] sputnik v also create blood clots issue,, its adenovirus vector based vaccine	13	13
1049	1344638006293102594	train	ingredients	"***They're Gonna Make Monkeys of Us All*** The AstraZeneca-Oxford vaccine is a chimpanzee adenovirus-vectored vaccine. ""Preliminary animal studies do not indicate direct or indirect harmful effects with respect to fertility."" But what about humans? [URL]"	35	35
1050	1403697877277233156	train	ineffective,side-effect	Australia and the UK are the only countries that give people aged 50-59 no choice other than the lower-efficacy AstraZeneca vax that has more life-threatening side effects. The UK at least is overrun with COVID. Australia has no excuse for continuing to push it.	44	44
1051	1296657055227342848	train	ineffective	Top FDA official says he would resign if agency rubber-stamps an unproven Covid-19 VACCINE. Why he is concern? Maybe because he knows Moderna doesnt work! Time to show what We have [USER] #inovio $INO [URL]	35	35
1052	1374447026432143366	train	conspiracy	#masks do nothing physical - they are just psychological chains to keep the #sheeple enslave to #vaccine and tracking mandate all over the world #COVID19 bullshit is the #JimJones #koolaid of 2020s	32	32
1053	1343522816902090753	train	side-effect	[USER] Good Morning Sir, Please read when you get a chance. The CEO of AstraZeneca was not transparent about one adverse reaction during the clinical trials/ research of their vaccine— AZD1222.	31	31
1054	1263224726719086592	train	mandatory	[USER] They hyped those too. I don’t recall which one it was where they threatened forced vaccines & backed down because overwhelming numbers of the public said they wouldn’t comply. - Banks & corporations were in big trouble the end of last year. They got Trillion$ w/ Covid blamed. 1/2	50	50
1055	1436932765446905860	train	political	[USER] It's crazy we don't have a more traditional platform vaccine available in U.S. Biden wants more people vaccinated. People afraid of the new technology. So give them a conventional platform. India's Covaxin was at FDA's door and they kicked it down the road. Explain that. [USER]	47	47
1056	1299309522259976192	train	mandatory,political	[USER] You mean the mandatory vaccine from liberals who promote a false freedom ? And btw trump and Biden are both corrupt ... why are acting like money doesn’t runt politics and money is evil so who runs who politics ? EVIL	42	42
1057	1365780690692931584	train	side-effect	I’m getting my covid jab tomorrow but I’m thinking of cancelling. Like I have a busy bloody week ahead I can’t afford to be ill because of a vaccine I don’t want. Like just hoe bad are Oxford side effects?	40	40
1058	1397515939072159748	train	country	[USER] [USER] [USER] a sickened everyone. Because the Russian population is too suspicious of their vaccines [URL]	17	17
1059	1412769467369615365	train	side-effect	Two cardiac events in children reported in mainstream media after Pfizer vaccine. A 13 year-old boy (Michigan) died in his sleep 3 days after vaccine. A 16 year-old boy in Singapore suffered cardiac arrest on day 6 after vaccination. Links below. 2/2 [URL]	43	43
1060	1371789392616906757	train	side-effect	[USER] #CovidVaccine suspended. Likely pseudo-HITS, PF4+spike creates anti-platelet IgG and sudden #thrombocytopaenia, thrombosis and bleeding. Risk possibly 1:250,000. Weight risk against risk of severe covid Maybe class effect (all vaccines) #AstraZeneca	31	31
1061	1302750214357266432	train	rushed	[USER] I am horribly concerned releasing a vaccine before it’s ready. What is the medical impact of a vaccine that is not proven. Could COVID-19 spread faster with a vaccine that is not fully tested and proven? your thoughts?	39	39
1062	1387799839250034697	train	pharma,conspiracy	"Is the 'agenda' backhand index pointing down getting clearer for you...now? ""Moderna ramps up COVID-19 vaccine production... backhand index pointing right eyes 3B doses in 2022 backhand index pointing left "" [URL]"	20	32
